code,name,city,country,latitude_deg,longitude_deg
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,United States,44.45000076,-68.3615036
BHD,George Best Belfast City Airport,Belfast,United Kingdom,54.618099,-5.8725
BHE,Woodbourne Airport,Blenheim,New Zealand,-41.5182991027832,173.8699951171875
BHH,Bisha Airport,Bisha,Saudi Arabia,19.9844,42.620899
BHI,Comandante Espora Airport,Bahía Blanca,Argentina,-38.725,-62.1693
BHJ,Bhuj Airport,Bhuj,India,23.2877998352,69.6701965332
BHK,Bukhara International Airport,Bukhara,Uzbekistan,39.775319,64.482279
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.562877,-86.750712
BHO,Raja Bhoj International Airport,Bhopal,India,23.2875,77.337402
BHQ,Broken Hill Airport,Broken Hill,Australia,-32.0013999939,141.472000122
BHS,Bathurst Airport,Bathurst,Australia,-33.406817,149.651161
BHU,Bhavnagar Airport,Bhavnagar,India,21.752199173,72.1852035522
BHV,Bahawalpur Airport,Bahawalpur,Pakistan,29.348100662231445,71.71800231933594
BHX,Birmingham Airport,"Birmingham, West Midlands",United Kingdom,52.453899,-1.74803
BHY,Beihai Fucheng Airport,Beihai,China,21.538659,109.293683
BIA,Bastia-Poretta International airport,Bastia,France,42.5527,9.48373
BIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,United States,31.84950066,-106.3799973
BIG,Allen Army Airfield,Delta Junction Ft Greely,United States,63.994499,-145.722
BIH,Eastern Sierra Regional Airport,Bishop,United States,37.3731,-118.363998
BIK,Frans Kaisiepo Airport,Biak,Indonesia,-1.19002,136.108002
BIL,Billings Logan International Airport,Billings,United States,45.808932,-108.541242
BIM,South Bimini Airport,South Bimini,Bahamas,25.6998996735,-79.2647018433
BIO,Bilbao Airport,Bilbao,Spain,43.301102,-2.91061
BIQ,Biarritz Pays Basque airport,Biarritz,France,43.468372,-1.523223
BIR,Biratnagar Airport,Biratnagar,Nepal,26.48150062561035,87.26399993896484
BIS,Bismarck Municipal Airport,Bismarck,United States,46.772734,-100.746874
BIU,Bildudalur Airport,Bildudalur,Iceland,65.641296,-23.5462
BIX,Keesler Air Force Base,Biloxi,United States,30.4104003906,-88.92440032959999
BIY,Bisho Airport,Bisho,South Africa,-32.897099,27.2791
BJA,Soummam–Abane Ramdane Airport,Béjaïa,Algeria,36.712547,5.069909
BJB,Bojnord Airport,Bojnord,Iran,37.49300003051758,57.30820083618164
BJC,Rocky Mountain Metropolitan Airport,Denver,United States,39.908798,-105.116997
BJF,Båtsfjord Airport,Båtsfjord,Norway,70.60025,29.692612
BJI,Bemidji Regional Airport,Bemidji,United States,47.50939941,-94.93370056
BJL,Banjul International Airport,Banjul (Yundum),Gambia,13.338,-16.652201
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,Burundi,-3.32402,29.318501
BJO,Bermejo Airport,Bermejo,Bolivia,-22.7733001709,-64.31289672850001
BJR,Bahir Dar Airport,Bahir Dar,Ethiopia,11.6081,37.321602
BJV,Milas Bodrum International Airport,Bodrum,Turkey,37.249314,27.66401
BJX,Guanajuato International Airport,Silao,Mexico,20.992695,-101.480284
BJY,Batajnica Air Base,Zemun,Serbia,44.935299,20.2575
BJZ,Badajoz Airport,Badajoz,Spain,38.8913,-6.82133
BKA,Baykit Airport,Baykit,Russia,61.676701,96.355003
BKB,Nal Airport,Bikaner,India,28.070601,73.207199
BKE,Baker City Municipal Airport,Baker City,United States,44.837299346900004,-117.808998108
BKG,Branson Airport,Branson,United States,36.532082,-93.200544
BKH,Barking Sands Airport,Kekaha,United States,22.0228,-159.785004
BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,5.932743,116.049324
BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.6811,100.747002
BKL,Burke Lakefront Airport,Cleveland,United States,41.51750183105469,-81.68329620361328
BKN,Balkanabat International Airport,Balkanabat,Turkmenistan,39.681052,54.206008
BKO,Modibo Keita International Airport,Bamako,Mali,12.5335,-7.94994
BKQ,Blackall Airport,Blackall,Australia,-24.431678,145.429716
BKS,Fatmawati Soekarno Airport,Bengkulu,Indonesia,-3.8637,102.338997
BKW,Raleigh County Memorial Airport,Beaver,United States,37.7873,-81.124199
BKY,Bukavu Kavumu Airport,Kamakombe,Democratic Republic of the Congo,-2.30898,28.8088
BLA,General José Antonio Anzoategui International Airport,Barcelona,Venezuela,10.111111,-64.692222
BLD,Boulder City Municipal Airport,Boulder City,United States,35.947161,-114.858799
BLE,Dala Airport,Borlange,Sweden,60.422001,15.5152
BLF,Mercer County Airport,Bluefield,United States,37.295799,-81.207703
BLH,Blythe Airport,Blythe,United States,33.6192016602,-114.717002869
BLI,Bellingham International Airport,Bellingham,United States,48.79280090332031,-122.53800201416016
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,Algeria,35.752102,6.30859
BLK,Blackpool Airport,Blackpool,United Kingdom,53.771702,-3.02861
BLL,Billund Airport,Billund,Denmark,55.740335,9.157019
BLN,Benalla Airport,Benalla,Australia,-36.551899,146.007004
BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
BLR,Kempegowda International Airport Bengaluru,Bengaluru,India,13.1979,77.706299
BLV,Scott AFB/Midamerica Airport,Belleville,United States,38.5452,-89.835197
BLZ,Chileka International Airport,Blantyre,Malawi,-15.677189,34.972319
BMA,Stockholm-Bromma Airport,Stockholm,Sweden,59.354401,17.9417
BME,Broome International Airport,Broome,Australia,-17.949194,122.2283
BMG,Monroe County Airport,Bloomington,United States,39.145999908447266,-86.61669921875
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,United States,40.4771,-88.915901
BMM,Bitam Airport,Bitam,Gabon,2.07564,11.4932
BMU,Sultan Muhammad Salahuddin Airport,Bima,Indonesia,-8.537184,118.685002
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,Vietnam,12.668299675,108.120002747
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,21.3778,0.92698
BNA,Nashville International Airport,Nashville,United States,36.1245,-86.6782
BND,Bandar Abbas International Airport,Bandar Abbas,Iran,27.2183,56.3778
BNE,Brisbane International Airport,Brisbane,Australia,-27.384199142456055,153.11700439453125
BNI,Benin Airport,Benin,Nigeria,6.316979885101318,5.5995001792907715
BNK,Ballina Byron Gateway Airport,Ballina,Australia,-28.833236,153.561471
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,Norway,65.461098,12.2175
BNO,Burns Municipal Airport,Burns,United States,43.590463,-118.955154
BNS,Barinas Airport,Barinas,Venezuela,8.615,-70.214167
BNX,Banja Luka International Airport,Mahovljani,Bosnia and Herzegovina,44.941399,17.297501
BOB,Bora Bora Airport,Motu Mute,French Polynesia,-16.444400787353516,-151.75100708007812
BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,Panama,9.34085,-82.250801
BOD,Bordeaux–Mérignac Airport,Bordeaux,France,44.82865,-0.715356
BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469
BOH,Bournemouth Airport,Bournemouth,United Kingdom,50.780483,-1.839576
BOI,Boise Air Terminal/Gowen Field,Boise,United States,43.5644,-116.223
BOJ,Burgas Airport,Burgas,Bulgaria,42.569917,27.515173
BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,India,19.088699,72.867897
BON,Flamingo International Airport,Kralendijk,Caribbean Netherlands,12.131,-68.268501
BOO,Bodø Airport,Bodø,Norway,67.269203,14.3653
BOR,Bokeo International Airport,Ton Phueng,Laos,20.323986,100.165392
BOS,Boston Logan International Airport,Boston,United States,42.36197,-71.0079
BOU,Bourges airport,Bourges,France,47.060158,2.369633
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,Burkina Faso,11.1601,-4.33097
BPC,Bamenda Airport,Bamenda,Cameroon,6.03924,10.1226
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),China,39.666384,119.061384
BPG,Barra do Garças Airport,Barra do Garças,Brazil,-15.861417,-52.389008
BPH,Bislig Airport,Bislig,Philippines,8.195052,126.321015
BPI,Miley Memorial Field,Big Piney,United States,42.58509827,-110.1110001
BPL,Bole Alashankou Airport,Bole,China,44.895461,82.30007
BPM,Begumpet Airport,Hyderabad,India,17.4531,78.467598
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,Indonesia,-1.268342,116.89452
BPS,Porto Seguro International Airport,Porto Seguro,Brazil,-16.438426,-39.080584
BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,United States,29.9508,-94.020699
BPX,Qamdo Bangda Airport,Bangda,China,30.553600311279297,97.1082992553711
BPY,Besalampy Airport,Besalampy,Madagascar,-16.74453,44.482484
BQA,Dr. Juan C. Angara Airport,Baler,Philippines,15.729309,121.500034
BQH,London Biggin Hill Airport,London,United Kingdom,51.33079910279999,0.0324999988079
BQK,Brunswick Golden Isles Airport,Brunswick,United States,31.258801,-81.466499
BQN,Rafael Hernández International Airport,Aguadilla,Puerto Rico,18.4949,-67.129402
BQS,Ignatyevo Airport,Blagoveschensk,Russia,50.42539978027344,127.41200256347656
BQT,Brest International Airport,Brest,Belarus,52.108138,23.89676
BQU,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,12.9884,-61.262001
BRC,Teniente Luis Candelaria International Airport,San Carlos de Bariloche,Argentina,-41.151199,-71.157501
BRD,Brainerd Lakes Regional Airport,Brainerd,United States,46.402861,-94.129727
BRE,Bremen Airport,Bremen,Germany,53.046786,8.78932
BRI,Bari Karol Wojtyła International Airport,Bari,Italy,41.138901,16.760599
BRL,Southeast Iowa Regional Airport,Burlington,United States,40.783199310302734,-91.12550354003906
BRM,Jacinto Lara International Airport,Barquisimeto,Venezuela,10.042747,-69.35862
BRN,Bern Airport,Bern,Switzerland,46.912736,7.498819
BRO,Brownsville South Padre Island International Airport,Brownsville,United States,25.907238,-97.425235
BRQ,Brno-Tuřany Airport,Brno,Czech Republic,49.151276,16.693972
BRR,Barra Airport,Eoligarry,United Kingdom,57.0228,-7.44306
BRS,Bristol Airport,Bristol,United Kingdom,51.382326,-2.716453
BRT,Bathurst Island Airport,Wurrumiyanga,Australia,-11.764966,130.615774
BRU,Brussels Airport,Zaventem,Belgium,50.901402,4.48444
BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,United States,71.285402,-156.766008
BRX,Maria Montez International Airport,Barahona,Dominican Republic,18.25149917602539,-71.12039947509766
BSA,Bender Qassim International Airport,Bosaso,Somalia,11.275235,49.139231
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,Brazil,-15.869167,-47.920834
BSC,José Celestino Mutis Airport,Bahía Solano,Colombia,6.20292,-77.3947
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),China,25.053301,99.168297
BSG,Bata International Airport,Bata,Equatorial Guinea,1.90547,9.80568
BSJ,Bairnsdale Airport,Bairnsdale,Australia,-37.887539,147.569379
BSK,Biskra - Mohamed Khider Airport,Biskra,Algeria,34.79318,5.738899
BSL,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,France,47.60068,7.521117
BSO,Basco Airport,Basco,Philippines,20.4513,121.980003
BSR,Basra International Airport,Basra,Iraq,30.549101,47.662102
BSZ,Manas International Airport,Bishkek,Kyrgyzstan,43.061298,74.4776
BTC,Batticaloa International Airport,Batticaloa,Sri Lanka,7.705073,81.677163
BTH,Hang Nadim International Airport,Batam,Indonesia,1.12103,104.119003
BTI,Barter Island Long Range Radar Station Airport,Barter Island,United States,70.134003,-143.582001
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,5.525087,95.41997
BTK,Bratsk Airport,Bratsk,Russia,56.3696,101.701822
BTL,Battle Creek Executive Airport at Kellogg Field,Battle Creek,United States,42.307301,-85.251503
BTM,Bert Mooney Airport,Butte,United States,45.95479965209961,-112.49700164794922
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,United States,30.533199,-91.149597
BTS,M. R. Štefánik Airport,Bratislava,Slovakia,48.1702,17.2127
BTU,Bintulu Airport,Bintulu,Malaysia,3.12385010719,113.019996643
BTV,Patrick Leahy Burlington International Airport,Burlington,United States,44.471901,-73.153297
BTZ,Betong International Airport,Betong,Thailand,5.79,101.15
BUA,Buka Airport,Buka Island,Papua New Guinea,-5.422299,154.672698
BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.43018,19.262393
BUF,Buffalo Niagara International Airport,Buffalo,United States,42.940498,-78.732201
BUG,Benguela Airport,Benguela,Angola,-12.609,13.4037
BUJ,Bou Saada Airport,Ouled Sidi Brahim,Algeria,35.3325,4.20639
BUN,Gerardo Tobar López Airport,Buenaventura,Colombia,3.81963,-76.9898
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,-20.016284,28.622897
BUR,Hollywood Burbank/Bob Hope Airport,Burbank,United States,34.202834,-118.35805
BUS,Alexander Kartveli Batumi International Airport,Batumi,Georgia,41.60939,41.600315
BUX,Bunia Airport,Bunia,Democratic Republic of the Congo,1.565743,30.220685
BUZ,Bushehr Airport,Bushehr,Iran,28.9447994232,50.8345985413
BVA,Beauvais-Tillé airport,Beauvais,France,49.454399,2.11278
BVB,Atlas Brasil Cantanhede International Airport,Boa Vista,Brazil,2.84615,-60.690648
BVC,Aristides Pereira International Airport,Rabil,Cape Verde,16.136499,-22.888901
BVE,Brive Souillac airport,Brive,France,45.039722,1.485556
BVG,Berlevåg Airport,Berlevåg,Norway,70.871517,29.034097
BVH,Brigadeiro Camarão Airport,Vilhena,Brazil,-12.6944,-60.098301
BVJ,Bovanenkovo Airport,Bovanenkovo,Russia,70.315278,68.333611
BVY,Beverly Regional Airport,Beverly / Danvers,United States,42.584202,-70.916496
BWA,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),Nepal,27.504636,83.410381
BWE,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561
BWF,Barrow Walney Island Airport,Barrow-in-Furness,United Kingdom,54.1286111,-3.2675
BWG,Bowling Green Warren County Regional Airport,Bowling Green,United States,36.964500427199994,-86.41970062259999
BWH,RMAF Butterworth Air Base,Butterworth,Malaysia,5.46592,100.390999
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
BWK,Brač Airport,Gornji Humac,Croatia,43.284454,16.678362
BWN,Brunei International Airport,Bandar Seri Begawan,Brunei,4.9442,114.928001
BWO,Balakovo Airport,Balakovo,Russia,51.858299,47.745602
BWT,Wynyard Airport,Burnie,Australia,-40.997039,145.726
BWU,Sydney Bankstown Airport,Sydney,Australia,-33.923618,150.990792
BXB,Babo Airport,Babo,Indonesia,-2.53224,133.438995
BXE,Bakel Airport,Bakel,Senegal,14.847299575805664,-12.468299865722656
BXH,Balkhash Airport,Balkhash,Kazakhstan,46.894246,75.004533
BXR,Bam Airport,Bam,Iran,29.0842,58.450001
BXU,Bancasi Airport,Butuan,Philippines,8.9515,125.4788
BXY,Baikonur Krayniy International Airport,Baikonur,Kazakhstan,45.621994,63.210773
BYC,Yacuiba Airport,Yacuíba,Bolivia,-21.960899353027344,-63.65169906616211
BYH,Arkansas International Airport,Blytheville,United States,35.9642982483,-89.94400024410001
BYI,Burley Municipal Airport,Burley,United States,42.542598724399994,-113.772003174
BYJ,Beja Airport / Airbase,Beja,Portugal,38.078899,-7.9324
BYK,Bouaké Airport,Bouaké,Côte d'Ivoire,7.7388,-5.07367
BYM,Carlos Manuel de Cespedes Airport,Bayamo,Cuba,20.3964,-76.621399
BYN,Bayankhongor Airport,Bayankhongor,Mongolia,46.1633,100.704002
BYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow,United States,35.2804985046,-116.629997253
BYU,Bayreuth Airport,Bindlach,Germany,49.985001,11.64
BZB,Bazaruto Island Airport,Bazaruto Island,Mozambique,-21.5411,35.4729
BZC,Umberto Modiano Airport,Cabo Frio,Brazil,-22.770881,-41.96308
BZE,Philip S. W. Goldson International Airport,Belize City,Belize,17.539951,-88.303556
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,Poland,53.096802,17.977699
BZI,Balıkesir Airport,Balıkesir,Turkey,39.619301,27.926001
BZK,Bryansk International Airport,Bryansk,Russia,53.214403,34.175965
BZL,Barisal Airport,Barisal,Bangladesh,22.801001,90.301201
BZN,Bozeman Yellowstone International Airport,Bozeman,United States,45.778853,-111.153711
BZO,Bolzano Airport,Bolzano (BZ),Italy,46.459245,11.326125
BZR,Béziers Vias airport,Béziers,France,43.323502,3.3539
BZU,Buta Zega Airport,Buta,Democratic Republic of the Congo,2.818058,24.793997
BZV,Maya-Maya International Airport,Brazzaville,Republic of the Congo,-4.2517,15.253
BZX,Bazhong Enyang Airport,Bazhong,China,31.73842,106.644872
BZY,Bălți-Leadoveni International Airport,Bălți,Moldova,47.837666,27.781108
BZZ,RAF Brize Norton,"Carterton, Oxfordshire",United Kingdom,51.75,-1.58362
CAB,Cabinda Airport,Cabinda,Angola,-5.59839,12.188145
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,Brazil,-25.000323,-53.501208
CAE,Columbia Metropolitan Airport,Columbia,United States,33.938172,-81.123022
CAG,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428
CAH,Cà Mau Airport,Ca Mau City,Vietnam,9.177667,105.177778
CAI,Cairo International Airport,Cairo,Egypt,30.111534,31.396694
CAJ,Canaima Airport,Canaima,Venezuela,6.231989,-62.85485
CAK,Akron Canton Regional Airport,Akron,United States,40.916099548339844,-81.44219970703125
CAL,Campbeltown Airport,Campbeltown,United Kingdom,55.437199,-5.68639
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),China,23.392401,113.299004
CAP,Cap Haitien International Airport,Cap Haitien,Haiti,19.725547,-72.20071
CAQ,Juan H White Airport,Caucasia,Colombia,7.96847,-75.1985
CAR,Caribou Municipal Airport,Caribou,United States,46.871498,-68.017899
CAT,Cascais Airport,Cascais,Portugal,38.724998,-9.35523
CAW,Bartolomeu Lisandro Airport,Campos dos Goytacazes,Brazil,-21.698299,-41.301701
CAX,Carlisle Lake District Airport,"Carlisle, Cumbria",United Kingdom,54.9375,-2.80917
CAY,Cayenne – Félix Eboué Airport,Matoury,French Guiana,4.819964,-52.361326
CBB,Jorge Wilsterman International Airport,Cochabamba,Bolivia,-17.421105,-66.177102
CBD,Car Nicobar Air Force Base,IAF Camp,India,9.153056,92.819273
CBG,Cambridge City Airport,"Cambridge, Cambridgeshire",United Kingdom,52.205002,0.175
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,31.645700454711914,-2.269860029220581
CBJ,Cabo Rojo Airport,Cabo Rojo,Dominican Republic,17.929000854492188,-71.6447982788086
CBL,General Tomas de Heres Airport,Ciudad Bolivar,Venezuela,8.122161,-63.536957
CBM,Columbus Air Force Base,Columbus,United States,33.643799,-88.443802
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,Philippines,7.164753,124.209938
CBQ,Margaret Ekpo International Airport,Calabar,Nigeria,4.976019859313965,8.347200393676758
CBR,Canberra Airport,Canberra,Australia,-35.3069,149.195007
CBT,Catumbela Airport,Catumbela,Angola,-12.4792,13.4869
CBV,Coban Airport,Coban,Guatemala,15.469,-90.4067
CCC,Jardines Del Rey Airport,Cayo Coco,Cuba,22.461000442499998,-78.32839965820001
CCE,Capital International Airport,New Cairo,Egypt,30.06465,31.839974
CCF,Carcassonne Salvaza Airport,Carcassonne,France,43.216,2.30632
CCH,Chile Chico Airport,Chile Chico,Chile,-46.5831,-71.686323
CCJ,Calicut International Airport,Calicut,India,11.135996,75.955152
CCK,Cocos (Keeling) Islands Airport,West Island,Cocos (Keeling) Islands,-12.192218,96.834103
CCL,Chinchilla Airport,Chinchilla,Australia,-26.771947,150.617571
CCM,Forquilhinha - Criciúma  Airport,Criciúma,Brazil,-28.725743,-49.424475
CCP,Carriel Sur International Airport,Concepcion,Chile,-36.77235,-73.062828
